ID,X,Y,ATTRIBUTE,WEIGHT,PREDICTION
246.0,-98.18186,26.186901,1.0,1.0,0.0
247.0,-98.18162,30.327019,1.0,1.0,0.0
248.0,-98.179016,30.021627,1.0,1.0,0.0
249.0,-98.17666,29.973686,1.0,1.0,0.0
250.0,-98.17314,30.237898,1.0,1.0,0.0
251.0,-98.168724,26.077196,1.0,1.0,0.0
252.0,-98.15439,29.68961,1.0,1.0,0.0
253.0,-98.1436,30.3321,1.0,1.0,0.0
254.0,-98.1429,30.33226,1.0,1.0,0.0
255.0,-98.14208,26.198492,1.0,1.0,0.0
256.0,-98.14198,29.936216,1.0,1.0,0.0
257.0,-98.140915,30.336805,1.0,1.0,0.0
258.0,-98.13997,26.07995,1.0,1.0,0.0
259.0,-98.1378,30.348324,1.0,1.0,0.0
260.0,-98.13703,29.971926,1.0,1.0,0.0
261.0,-98.13565,29.711782,1.0,1.0,0.0
262.0,-98.13519,26.290583,1.0,1.0,0.0
263.0,-98.13514,26.0813,1.0,1.0,0.0
264.0,-98.12703,30.342472,1.0,1.0,0.0
265.0,-98.12667,29.757517,1.0,1.0,0.0
266.0,-98.12378,30.364151,1.0,1.0,0.0
267.0,-98.12126,29.70837,1.0,1.0,0.0
268.0,-98.11821,26.182182,1.0,1.0,0.0
269.0,-98.11809,26.17968,1.0,1.0,0.0
270.0,-98.11782,26.18005,1.0,1.0,0.0
271.0,-98.117805,29.701754,1.0,1.0,0.0
272.0,-98.115456,29.705996,1.0,1.0,0.0
273.0,-98.11085,29.982805,1.0,1.0,0.0
274.0,-98.105934,29.711164,1.0,1.0,0.0
275.0,-98.10525,29.757643,1.0,1.0,0.0
276.0,-98.105064,31.148602,1.0,1.0,0.0
277.0,-98.09126,30.002777,1.0,1.0,0.0
278.0,-98.07834,29.675562,1.0,1.0,0.0
279.0,-98.07727,29.670752,1.0,1.0,0.0
280.0,-98.07725,29.675787,1.0,1.0,0.0
281.0,-98.07289,30.619005,1.0,1.0,0.0
282.0,-98.06037,26.151209,1.0,1.0,0.0
283.0,-98.05916,30.621368,1.0,1.0,0.0
284.0,-98.054695,29.984789,1.0,1.0,0.0
285.0,-98.04949,30.660059,1.0,1.0,0.0
286.0,-98.04632,26.512783,1.0,1.0,0.0
287.0,-98.04441,29.972858,1.0,1.0,0.0
288.0,-98.04411,30.508303,1.0,1.0,0.0
289.0,-98.0359,30.441792,1.0,1.0,0.0
290.0,-98.02639,30.00144,1.0,1.0,0.0
291.0,-98.02534,26.070198,1.0,1.0,0.0
292.0,-98.02395,30.50711,1.0,1.0,0.0
293.0,-98.0071,29.93982,1.0,1.0,0.0
294.0,-97.99892,26.145056,1.0,1.0,0.0
295.0,-97.9988,26.145088,1.0,1.0,0.0
296.0,-97.99837,26.158426,1.0,1.0,0.0
297.0,-97.995964,29.977032,1.0,1.0,0.0
298.0,-97.994644,26.148792,1.0,1.0,0.0
299.0,-97.99419,29.761286,1.0,1.0,0.0
300.0,-97.99394,29.76475,1.0,1.0,0.0
301.0,-97.98979,26.147976,1.0,1.0,0.0
302.0,-97.97982,30.505545,1.0,1.0,0.0
303.0,-97.97745,29.97873,1.0,1.0,0.0
304.0,-97.96589,26.06319,1.0,1.0,0.0
305.0,-97.96401,29.557499,1.0,1.0,0.0
306.0,-97.963646,29.886705,1.0,1.0,0.0
307.0,-97.96092,26.124733,1.0,1.0,0.0
308.0,-97.958565,26.124386,1.0,1.0,0.0
309.0,-97.95845,26.145817,1.0,1.0,0.0
311.0,-97.957275,26.12587,1.0,1.0,0.0
312.0,-97.95517,29.894043,1.0,1.0,0.0
313.0,-97.94257,26.134293,1.0,1.0,0.0
314.0,-97.93551,29.884352,1.0,1.0,0.0
315.0,-97.93485,29.881323,1.0,1.0,0.0
316.0,-97.93239,29.877262,1.0,1.0,0.0
317.0,-97.92975,29.89324,1.0,1.0,0.0
318.0,-97.92536,29.864079,1.0,1.0,0.0
319.0,-97.91837,30.328049,1.0,1.0,0.0
320.0,-97.90463,30.207054,1.0,1.0,0.0
321.0,-97.90247,29.941957,1.0,1.0,0.0
323.0,-97.89565,37.822193,1.0,1.0,0.0
324.0,-97.89551,29.906994,1.0,1.0,0.0
325.0,-97.893074,30.337383,1.0,1.0,0.0
326.0,-97.89247,27.524124,1.0,1.0,0.0
327.0,-97.888626,29.94733,1.0,1.0,0.0
328.0,-97.888145,30.434729,1.0,1.0,0.0
329.0,-97.88261,30.583267,1.0,1.0,0.0
330.0,-97.88253,27.520124,1.0,1.0,0.0
331.0,-97.881836,30.135603,1.0,1.0,0.0
332.0,-97.88052,30.016844,1.0,1.0,0.0
333.0,-97.8792,30.221884,1.0,1.0,0.0
334.0,-97.87808,30.586647,1.0,1.0,0.0
335.0,-97.871445,30.168997,1.0,1.0,0.0
336.0,-97.87106,28.063309,1.0,1.0,0.0
337.0,-97.86664,30.320877,1.0,1.0,0.0
338.0,-97.861404,28.042028,1.0,1.0,0.0
339.0,-97.853134,30.24424,1.0,1.0,0.0
340.0,-97.85282,31.198118,1.0,1.0,0.0
341.0,-97.84861,30.462141,1.0,1.0,0.0
342.0,-97.84829,30.400623,1.0,1.0,0.0
343.0,-97.838615,30.33324,1.0,1.0,0.0
344.0,-97.837654,30.441217,1.0,1.0,0.0
345.0,-97.83222,30.254026,1.0,1.0,0.0
346.0,-97.82994,30.54517,1.0,1.0,0.0
347.0,-97.82339,31.241648,1.0,1.0,0.0
348.0,-97.82308,30.242458,1.0,1.0,0.0
349.0,-97.82178,26.322256,1.0,1.0,0.0
350.0,-97.81308,27.971056,1.0,1.0,0.0
351.0,-97.803154,31.287788,1.0,1.0,0.0
352.0,-97.80201,30.244238,1.0,1.0,0.0
353.0,-97.79883,30.220337,1.0,1.0,0.0
354.0,-97.79705,26.416937,1.0,1.0,0.0
355.0,-97.796,29.559324,1.0,1.0,0.0
356.0,-97.79034,30.40675,1.0,1.0,0.0
357.0,-97.78879,31.270718,1.0,1.0,0.0
358.0,-97.78616,30.366137,1.0,1.0,0.0
359.0,-97.78364,31.26828,1.0,1.0,0.0
360.0,-97.78167,30.280916,1.0,1.0,0.0
361.0,-97.779175,30.282122,1.0,1.0,0.0
362.0,-97.77824,30.45881,1.0,1.0,0.0
363.0,-97.77713,30.467365,1.0,1.0,0.0
364.0,-97.77687,30.4548,1.0,1.0,0.0
365.0,-97.77493,30.310719,1.0,1.0,0.0
366.0,-97.77459,30.377687,1.0,1.0,0.0
367.0,-97.77072,26.787653,1.0,1.0,0.0
368.0,-97.76678,28.402802,1.0,1.0,0.0
369.0,-97.766266,30.360098,1.0,1.0,0.0
370.0,-97.763,30.315,1.0,1.0,0.0
371.0,-97.76201,31.245052,1.0,1.0,0.0
372.0,-97.76019,30.254007,1.0,1.0,0.0
373.0,-97.7591,30.2649,1.0,1.0,0.0
374.0,-97.75815,30.34989,1.0,1.0,0.0
375.0,-97.75507,30.28609,1.0,1.0,0.0
376.0,-97.754715,30.252396,1.0,1.0,0.0
377.0,-97.75221,30.263138,1.0,1.0,0.0
378.0,-97.747574,30.305775,1.0,1.0,0.0
379.0,-97.7469,30.35194,1.0,1.0,0.0
380.0,-97.74391,30.24716,1.0,1.0,0.0
381.0,-97.74025,30.274145,1.0,1.0,0.0
382.0,-97.73958,30.286722,1.0,1.0,0.0
383.0,-97.73926,30.4306,1.0,1.0,0.0
384.0,-97.73364,30.31284,1.0,1.0,0.0
385.0,-97.731606,31.416914,1.0,1.0,0.0
386.0,-97.73108,30.291368,1.0,1.0,0.0
387.0,-97.72947,26.172173,1.0,1.0,0.0
388.0,-97.72584,30.183678,1.0,1.0,0.0
389.0,-97.72321,30.709667,1.0,1.0,0.0
390.0,-97.72258,30.7112,1.0,1.0,0.0
392.0,-97.716095,30.663294,1.0,1.0,0.0
393.0,-97.71477,30.72142,1.0,1.0,0.0
394.0,-97.70575,30.20382,1.0,1.0,0.0
395.0,-97.70542,26.77194,1.0,1.0,0.0
396.0,-97.70498,30.246172,1.0,1.0,0.0
397.0,-97.70305,30.2892,1.0,1.0,0.0
398.0,-97.69801,29.851038,1.0,1.0,0.0
399.0,-97.69615,30.310144,1.0,1.0,0.0
400.0,-97.693695,30.247131,1.0,1.0,0.0
401.0,-97.68705,26.187311,1.0,1.0,0.0
402.0,-97.68451,30.400455,1.0,1.0,0.0
403.0,-97.68088,30.385384,1.0,1.0,0.0
404.0,-97.68012,30.45,1.0,1.0,0.0
405.0,-97.67571,26.13367,1.0,1.0,0.0
406.0,-97.67567,26.13363,1.0,1.0,0.0
407.0,-97.67461,30.285175,1.0,1.0,0.0
408.0,-97.66735,30.170118,1.0,1.0,0.0
409.0,-97.66417,26.18574,1.0,1.0,0.0
410.0,-97.65693,30.37965,1.0,1.0,0.0
411.0,-97.65358,29.074898,1.0,1.0,0.0
412.0,-97.653,30.514776,1.0,1.0,0.0
413.0,-97.647064,33.413128,1.0,1.0,0.0
414.0,-97.645805,30.218199,1.0,1.0,0.0
415.0,-97.64274,27.866055,1.0,1.0,0.0
416.0,-97.64257,27.865921,1.0,1.0,0.0
417.0,-97.642456,30.685455,1.0,1.0,0.0
418.0,-97.64183,27.866964,1.0,1.0,0.0
419.0,-97.64176,30.682009,1.0,1.0,0.0
420.0,-97.635284,30.231966,1.0,1.0,0.0
421.0,-97.626686,30.469494,1.0,1.0,0.0
422.0,-97.62607,30.186523,1.0,1.0,0.0
423.0,-97.62575,26.151999,1.0,1.0,0.0
424.0,-97.624855,31.0091,1.0,1.0,0.0
425.0,-97.61529,31.009687,1.0,1.0,0.0
426.0,-97.61036,27.86505,1.0,1.0,0.0
427.0,-97.60858,27.867098,1.0,1.0,0.0
428.0,-97.60099,29.506386,1.0,1.0,0.0
429.0,-97.599846,29.654982,1.0,1.0,0.0
430.0,-97.59578,30.416653,1.0,1.0,0.0
431.0,-97.59224,27.847158,1.0,1.0,0.0
432.0,-97.5885,31.161737,1.0,1.0,0.0
433.0,-97.58846,26.182476,1.0,1.0,0.0
434.0,-97.58546,26.226141,1.0,1.0,0.0
435.0,-97.583115,29.58859,1.0,1.0,0.0
436.0,-97.583084,29.588623,1.0,1.0,0.0
437.0,-97.5829,29.58871,1.0,1.0,0.0
438.0,-97.56999,25.971035,1.0,1.0,0.0
439.0,-97.56928,30.436909,1.0,1.0,0.0
440.0,-97.56811,31.18908,1.0,1.0,0.0
441.0,-97.55436,31.072243,1.0,1.0,0.0
442.0,-97.52083,31.118315,1.0,1.0,0.0
443.0,-97.518425,26.320345,1.0,1.0,0.0
444.0,-97.51746,26.318876,1.0,1.0,0.0
445.0,-97.50641,30.220842,1.0,1.0,0.0
446.0,-97.50535,26.227524,1.0,1.0,0.0
447.0,-97.50534,28.978535,1.0,1.0,0.0
448.0,-97.50322,27.659096,1.0,1.0,0.0
449.0,-97.50309,27.709389,1.0,1.0,0.0
450.0,-97.495766,30.21146,1.0,1.0,0.0
451.0,-97.48787,25.914513,1.0,1.0,0.0
452.0,-97.48664,30.19752,1.0,1.0,0.0
453.0,-97.47896,30.15471,1.0,1.0,0.0
454.0,-97.46524,32.852524,1.0,1.0,0.0
455.0,-97.45942,30.136555,1.0,1.0,0.0
456.0,-97.44453,30.166136,1.0,1.0,0.0
458.0,-97.421364,27.790888,1.0,1.0,0.0
459.0,-97.420845,27.790209,1.0,1.0,0.0
460.0,-97.41994,27.871061,1.0,1.0,0.0
461.0,-97.41834,26.005728,1.0,1.0,0.0
462.0,-97.41769,25.85233,1.0,1.0,0.0
463.0,-97.412636,26.098259,1.0,1.0,0.0
464.0,-97.41073,27.791243,1.0,1.0,0.0
465.0,-97.40951,27.879541,1.0,1.0,0.0
466.0,-97.40942,27.879522,1.0,1.0,0.0
467.0,-97.40605,27.653059,1.0,1.0,0.0
468.0,-97.40542,27.792702,1.0,1.0,0.0
469.0,-97.40204,30.667448,1.0,1.0,0.0
470.0,-97.400246,27.792103,1.0,1.0,0.0
471.0,-97.400154,27.791882,1.0,1.0,0.0
472.0,-97.400055,27.791859,1.0,1.0,0.0
473.0,-97.3998,27.790758,1.0,1.0,0.0
474.0,-97.39958,27.79103,1.0,1.0,0.0
475.0,-97.39942,27.791515,1.0,1.0,0.0
476.0,-97.39941,27.7916,1.0,1.0,0.0
477.0,-97.39918,27.791317,1.0,1.0,0.0
478.0,-97.39912,30.70273,1.0,1.0,0.0
480.0,-97.39715,27.688164,1.0,1.0,0.0
481.0,-97.39704,27.762005,1.0,1.0,0.0
483.0,-97.39253,28.664522,1.0,1.0,0.0
486.0,-97.390625,30.153143,1.0,1.0,0.0
487.0,-97.39042,35.488777,1.0,1.0,0.0
488.0,-97.38784,27.759218,1.0,1.0,0.0
489.0,-97.38547,27.762682,1.0,1.0,0.0
490.0,-97.38503,29.929857,1.0,1.0,0.0
491.0,-97.383644,27.763437,1.0,1.0,0.0
492.0,-97.38337,28.649864,1.0,1.0,0.0
493.0,-97.3813,28.101389,1.0,1.0,0.0
494.0,-97.38075,26.16838,1.0,1.0,0.0
495.0,-97.37941,35.45763,1.0,1.0,0.0
496.0,-97.3741,26.073746,1.0,1.0,0.0
497.0,-97.3643,26.2338,1.0,1.0,0.0
498.0,-97.36359,26.244156,1.0,1.0,0.0
499.0,-97.360245,30.201927,1.0,1.0,0.0
500.0,-97.35809,27.63554,1.0,1.0,0.0
501.0,-97.34752,26.228508,1.0,1.0,0.0
502.0,-97.346695,26.229578,1.0,1.0,0.0
503.0,-97.34299,25.978416,1.0,1.0,0.0
504.0,-97.33802,30.12131,1.0,1.0,0.0
505.0,-97.337975,27.708527,1.0,1.0,0.0
506.0,-97.3379,27.708323,1.0,1.0,0.0
507.0,-97.337685,27.708405,1.0,1.0,0.0
508.0,-97.333374,25.97286,1.0,1.0,0.0
509.0,-97.33006,27.668463,1.0,1.0,0.0
510.0,-97.329926,27.668095,1.0,1.0,0.0
511.0,-97.32741,27.867912,1.0,1.0,0.0
512.0,-97.32722,27.893673,1.0,1.0,0.0
513.0,-97.32715,27.893778,1.0,1.0,0.0
514.0,-97.315865,30.111088,1.0,1.0,0.0
515.0,-97.315605,30.079865,1.0,1.0,0.0
516.0,-97.31209,27.472105,1.0,1.0,0.0
517.0,-97.304054,31.607359,1.0,1.0,0.0
518.0,-97.30055,27.659508,1.0,1.0,0.0
519.0,-97.29875,26.100975,1.0,1.0,0.0
521.0,-97.2965,27.44657,1.0,1.0,0.0
522.0,-97.29132,30.07782,1.0,1.0,0.0
523.0,-97.29099,27.463327,1.0,1.0,0.0
