id,x,y,attribute,weight,prediction
0.0,-69.37916666666666,-23.612499999999983,0.6824560761451721,1.0,0.0
2.0,-67.71249999999999,-38.67916666666665,0.6353570222854614,1.0,0.0
3.0,-97.6625,27.83750000000002,1.1260826587677002,1.0,0.0
4.0,-67.47916666666667,50.104166666666686,-0.2721567153930664,1.0,0.0
5.0,-58.1875,-15.079166666666652,1.274747610092163,1.0,0.0
6.0,-93.77083333333333,57.71250000000002,-0.6368461847305298,1.0,0.0
7.0,-109.00416666666666,70.67916666666667,-1.2312426567077637,1.0,0.0
8.0,-90.45416666666667,19.53750000000001,1.3823652267456055,1.0,0.0
9.0,-152.8375,64.31250000000001,-0.47923505306243896,1.0,0.0
10.0,-107.21249999999999,69.30416666666667,-1.1675666570663452,1.0,0.0
11.0,-108.1625,58.39583333333334,-0.4684469997882843,1.0,0.0
12.0,-79.5125,46.94583333333334,-0.10138941556215286,1.0,0.0
13.0,-94.22083333333333,72.12916666666669,-1.2530819177627563,1.0,0.0
14.0,-78.25416666666666,51.89583333333334,-0.30452093482017517,1.0,0.0
15.0,-159.97083333333333,70.12083333333335,-0.9115473031997681,1.0,0.0
16.0,-106.94583333333333,59.11250000000001,-0.5397534966468811,1.0,0.0
17.0,-57.84583333333333,-23.837499999999984,1.2279115915298462,1.0,0.0
18.0,-83.65416666666667,79.5875,-1.4167449474334717,1.0,0.0
19.0,-83.50416666666666,36.86250000000001,0.46090593934059143,1.0,0.0
21.0,-72.58749999999999,-38.57916666666665,0.34986773133277893,1.0,0.0
22.0,-80.9125,7.879166666666684,1.3889433145523071,1.0,0.0
23.0,-83.54583333333333,67.87083333333335,-1.1415175199508667,1.0,0.0
24.0,-86.21249999999999,64.63750000000002,-0.9986412525177002,1.0,0.0
25.0,-103.97083333333333,61.17083333333335,-0.7344650626182556,1.0,0.0
26.0,-70.0375,-10.92083333333332,1.276063323020935,1.0,0.0
28.0,-87.8875,45.74583333333335,0.06253665685653687,1.0,0.0
30.0,-128.24583333333334,62.104166666666686,-0.7634087204933167,1.0,0.0
31.0,-59.47083333333333,-27.637499999999985,1.0395150184631348,1.0,0.0
33.0,-101.64583333333333,38.82916666666668,0.4469604194164276,1.0,0.0
34.0,-71.87916666666666,10.812500000000014,1.484720230102539,1.0,0.0
36.0,-86.37083333333334,45.88750000000002,0.058852918446063995,1.0,0.0
37.0,-45.212500000000006,-8.279166666666654,1.2823781967163086,1.0,0.0
38.0,-59.17916666666666,-35.01249999999999,0.7971780896186829,1.0,0.0
39.0,-96.32916666666667,17.36250000000001,1.049250602722168,1.0,0.0
40.0,-83.9875,37.82916666666668,0.5272130966186523,1.0,0.0
42.0,-141.2375,61.82083333333334,-0.6628954410552979,1.0,0.0
43.0,-55.420833333333334,47.58750000000002,0.029909299686551094,1.0,0.0
44.0,-48.162499999999994,-9.04583333333332,1.341317892074585,1.0,0.0
46.0,-77.58749999999999,47.24583333333335,-0.1416473537683487,1.0,0.0
47.0,-109.54583333333333,66.22916666666669,-0.9860113263130188,1.0,0.0
48.0,-126.19583333333333,49.554166666666674,0.12068698555231094,1.0,0.0
49.0,-59.954166666666666,5.737500000000011,1.304743766784668,1.0,0.0
50.0,-110.34583333333333,75.22916666666669,-1.4022730588912964,1.0,0.0
51.0,-70.17916666666666,-25.504166666666652,0.7479739189147949,1.0,0.0
52.0,-107.80416666666666,29.504166666666677,0.5440530180931091,1.0,0.0
53.0,-54.12083333333334,-19.804166666666653,1.184759259223938,1.0,0.0
55.0,-63.59583333333333,-27.79583333333332,1.0381993055343628,1.0,0.0
57.0,-111.34583333333333,58.51250000000002,-0.35767191648483276,1.0,0.0
59.0,-103.6625,26.145833333333343,1.019254446029663,1.0,0.0
60.0,-68.72083333333333,-0.15416666666665435,1.3365817070007324,1.0,0.0
61.0,-56.6125,-32.59583333333332,0.8513815999031067,1.0,0.0
62.0,-49.82916666666665,-9.679166666666653,1.3655253648757935,1.0,0.0
63.0,-97.97083333333333,76.36250000000001,-1.4096405506134033,1.0,0.0
64.0,-147.95416666666665,67.77916666666668,-0.8284002542495728,1.0,0.0
65.0,-143.5375,67.83750000000002,-0.8228746652603149,1.0,0.0
66.0,-70.17083333333333,55.89583333333334,-0.6371093392372131,1.0,0.0
67.0,-61.35416666666667,-20.620833333333316,1.2860620021820068,1.0,0.0
68.0,-44.84583333333333,-21.737499999999983,0.9376862049102783,1.0,0.0
71.0,-71.22083333333333,8.629166666666677,0.4182799458503723,1.0,0.0
72.0,-101.40416666666667,21.654166666666683,0.7708657383918762,1.0,0.0
73.0,-72.04583333333333,0.012500000000017053,1.3794708251953125,1.0,0.0
74.0,-131.74583333333334,60.13750000000002,-0.47844570875167847,1.0,0.0
